source.ip,destination.ip,destination.port
192.168.1.194,10.0.0.149,3389
192.168.5.229,151.101.1.69,80
192.168.1.194,151.101.1.69,1433
192.168.3.246,10.0.0.119,161
192.168.1.218,10.0.0.1,22
192.168.1.114,13.107.42.14,443
192.168.2.146,151.101.1.69,80
192.168.3.31,31.13.72.36,443
192.168.3.246,10.0.0.25,443
192.168.3.31,151.101.193.69,443
192.168.2.146,151.101.193.69,80
192.168.2.112,13.107.42.14,80
192.168.3.246,31.13.72.36,80
192.168.5.82,23.185.0.2,25
192.168.5.82,151.101.193.69,53
192.168.2.153,104.244.42.65,80
192.168.1.218,172.217.160.78,80
192.168.4.73,142.250.190.46,443
192.168.2.180,10.0.1.64,3306
192.168.1.194,104.244.42.65,443
192.168.1.114,10.0.0.27,3389
192.168.2.146,104.244.42.65,53
192.168.2.230,10.0.1.80,3306
192.168.1.114,199.232.69.194,53
192.168.1.111,10.0.0.25,22
192.168.4.88,199.232.69.194,443
192.168.2.146,10.0.0.32,80
192.168.4.88,142.250.190.46,80
192.168.4.115,10.0.0.151,3389
192.168.4.73,10.0.0.32,22
192.168.1.111,31.13.72.36,80
192.168.2.135,10.0.1.40,3306
192.168.1.218,10.0.0.1,3389
192.168.5.252,104.244.42.65,443
192.168.3.31,10.0.0.119,161
192.168.4.115,104.244.42.65,53
192.168.4.238,142.250.190.46,53
192.168.1.114,151.101.193.69,53
192.168.3.246,104.244.42.65,53
192.168.2.207,10.0.1.144,3306
192.168.5.82,13.107.42.14,80
192.168.4.88,151.101.193.69,443
192.168.4.115,104.244.42.65,25
192.168.5.252,10.0.0.25,3389
192.168.2.146,31.13.72.36,443
192.168.2.25,10.0.1.102,3306
192.168.4.88,104.244.42.65,53
192.168.1.111,10.0.0.119,22
192.168.2.30,10.0.1.135,3306
192.168.2.182,10.0.1.113,3306
192.168.4.115,10.0.0.151,3389
192.168.2.146,10.0.0.1,22
192.168.2.153,151.101.193.69,53
192.168.3.246,10.0.0.25,22
192.168.2.221,10.0.1.108,3306
192.168.1.218,10.0.0.149,22
192.168.5.252,142.250.190.46,80
192.168.2.112,10.0.0.119,3389
192.168.2.146,23.185.0.2,80
192.168.1.218,10.0.0.27,22
192.168.2.238,10.0.1.175,3306
192.168.5.82,104.244.42.65,3306
192.168.2.153,23.185.0.2,1433
192.168.2.110,13.107.42.14,53
192.168.5.229,151.101.193.69,53
192.168.5.82,10.0.0.1,22
192.168.2.153,10.0.0.27,22
192.168.1.194,151.101.1.69,80
192.168.1.194,52.94.236.248,80
192.168.2.79,10.0.1.50,3306
192.168.4.238,10.0.0.17,22
192.168.4.115,10.0.0.149,22
192.168.3.246,10.0.0.119,23
192.168.1.114,10.0.0.25,3389
192.168.1.194,151.101.1.69,80
192.168.3.68,142.250.190.46,80
192.168.4.88,13.107.42.14,80
192.168.2.59,10.0.1.205,3306
192.168.3.246,151.101.1.69,443
192.168.5.170,52.94.236.248,443
192.168.5.82,10.0.0.27,3389
192.168.2.110,10.0.0.27,22
192.168.2.51,10.0.0.17,3389
192.168.1.218,151.101.193.69,80
192.168.5.82,31.13.72.36,53
192.168.5.229,13.107.42.14,80
192.168.3.68,10.0.0.119,22
192.168.1.114,10.0.0.149,21
192.168.2.146,10.0.0.151,22
192.168.2.89,10.0.1.215,3306
192.168.3.68,23.185.0.2,80
192.168.2.135,10.0.1.152,3306
192.168.3.68,10.0.0.25,3389
192.168.3.31,52.94.236.248,443
192.168.4.115,52.94.236.248,80
192.168.2.174,10.0.1.98,3306
192.168.2.112,142.250.190.46,53
192.168.4.73,104.244.42.65,80
192.168.3.246,31.13.72.36,80
192.168.2.23,10.0.1.149,3306
192.168.1.194,10.0.0.151,22
192.168.3.246,52.94.236.248,53
192.168.2.88,10.0.1.187,3306
192.168.2.153,151.101.1.69,443
192.168.3.31,151.101.193.69,443
192.168.2.110,10.0.0.119,3389
192.168.1.194,10.0.0.32,80
192.168.2.232,10.0.1.240,3306
192.168.3.68,13.107.42.14,443
192.168.3.246,104.244.42.65,443
192.168.3.68,10.0.0.27,22
192.168.3.31,142.250.190.46,161
192.168.4.73,10.0.0.27,3389
192.168.5.252,52.94.236.248,53
192.168.2.110,199.232.69.194,53
192.168.1.111,10.0.0.119,22
192.168.2.112,172.217.160.78,80
192.168.2.51,10.0.0.27,53
192.168.1.218,172.217.160.78,53
192.168.2.153,10.0.0.32,22
192.168.4.115,199.232.69.194,80
192.168.2.112,52.94.236.248,53
192.168.4.238,31.13.72.36,80
192.168.2.153,151.101.193.69,123
192.168.2.112,10.0.0.17,53
192.168.3.68,10.0.0.27,22
192.168.1.218,31.13.72.36,443
192.168.4.238,142.250.190.46,443
192.168.2.153,10.0.0.17,21
192.168.4.73,10.0.0.27,22
192.168.1.218,10.0.0.32,22
192.168.1.194,13.107.42.14,3389
192.168.4.115,31.13.72.36,53
192.168.5.252,10.0.0.119,3389
192.168.1.218,10.0.0.27,3389
192.168.1.111,10.0.0.32,22
192.168.4.238,10.0.0.1,22
192.168.3.246,13.107.42.14,443
192.168.2.39,10.0.1.140,3306
192.168.5.229,104.244.42.65,3389
192.168.2.194,10.0.1.126,3306
192.168.1.111,10.0.0.27,3389
192.168.4.88,10.0.0.25,22
192.168.4.88,23.185.0.2,53
192.168.4.115,13.107.42.14,80
192.168.2.237,10.0.1.203,3306
192.168.1.218,142.250.190.46,443
192.168.5.82,199.232.69.194,80
192.168.3.246,23.185.0.2,80
192.168.1.194,104.244.42.65,443
192.168.3.246,13.107.42.14,53
192.168.1.218,10.0.0.149,3389
192.168.2.153,10.0.0.27,3389
192.168.2.245,10.0.1.239,3306
192.168.5.229,23.185.0.2,53
192.168.1.194,199.232.69.194,80
192.168.1.194,151.101.1.69,53
192.168.3.31,52.94.236.248,443
192.168.5.82,151.101.1.69,3389
192.168.1.111,172.217.160.78,53
192.168.4.88,199.232.69.194,443
192.168.2.47,10.0.1.14,3306
192.168.4.73,10.0.0.27,22
192.168.3.246,199.232.69.194,53
192.168.1.194,52.94.236.248,53
192.168.2.110,142.250.190.46,443
192.168.1.218,31.13.72.36,53
192.168.2.51,104.244.42.65,443
192.168.1.111,13.107.42.14,53
192.168.3.246,10.0.0.149,3389
192.168.3.246,10.0.0.27,3389
192.168.5.229,10.0.0.27,3389
192.168.5.170,104.244.42.65,80
192.168.4.73,10.0.0.151,22
192.168.3.246,10.0.0.27,3389
192.168.5.229,52.94.236.248,80
192.168.1.218,23.185.0.2,80
192.168.5.82,52.94.236.248,53
192.168.2.51,10.0.0.1,22
192.168.1.114,31.13.72.36,80
192.168.3.68,23.185.0.2,80
192.168.3.68,52.94.236.248,443
192.168.1.111,151.101.193.69,53
192.168.5.252,52.94.236.248,80
192.168.2.9,10.0.1.117,3306
192.168.3.68,13.107.42.14,53
192.168.1.194,52.94.236.248,80
192.168.3.246,52.94.236.248,80
192.168.5.229,23.185.0.2,80
192.168.5.82,52.94.236.248,53
192.168.4.88,10.0.0.17,22
192.168.5.229,10.0.0.27,22
192.168.5.229,10.0.0.119,3389
192.168.2.141,10.0.1.37,3306
192.168.2.139,10.0.1.22,3306
192.168.2.51,13.107.42.14,53
192.168.5.229,10.0.0.17,3389
192.168.5.252,10.0.0.245,3389
192.168.3.68,10.0.0.27,3389
192.168.1.218,10.0.0.245,22
192.168.2.191,10.0.1.175,3306
192.168.1.114,199.232.69.194,80
192.168.2.146,31.13.72.36,53
192.168.5.229,172.217.160.78,80
192.168.2.153,23.185.0.2,80
192.168.1.218,10.0.0.32,22
192.168.1.218,10.0.0.27,3389
192.168.2.112,151.101.193.69,53
192.168.5.170,10.0.0.32,3389
192.168.2.233,10.0.1.50,3306
192.168.3.246,199.232.69.194,80
192.168.5.82,172.217.160.78,443
192.168.2.112,10.0.0.1,22
192.168.5.82,104.244.42.65,53
192.168.2.193,10.0.1.1,3306
192.168.4.238,151.101.193.69,161
192.168.2.40,10.0.1.196,3306
192.168.2.156,10.0.1.70,3306
192.168.2.180,10.0.1.83,3306
192.168.2.146,151.101.193.69,53
192.168.1.111,10.0.0.32,22
192.168.5.82,13.107.42.14,53
192.168.5.229,13.107.42.14,53
192.168.2.130,10.0.1.19,3306
192.168.4.238,199.232.69.194,53
192.168.2.110,52.94.236.248,80
192.168.4.238,199.232.69.194,53
192.168.2.110,10.0.0.119,22
192.168.2.51,10.0.0.27,3389
192.168.2.51,10.0.0.25,22
192.168.2.109,10.0.1.82,3306
192.168.4.73,10.0.0.27,22
192.168.5.82,104.244.42.65,53
192.168.2.231,10.0.1.253,3306
192.168.2.146,10.0.0.27,3389
192.168.2.73,10.0.1.205,3306
192.168.2.153,10.0.0.151,3389
192.168.3.68,10.0.0.32,1433
192.168.5.82,10.0.0.27,22
192.168.2.146,10.0.0.245,3389
192.168.3.31,104.244.42.65,3306
192.168.5.82,10.0.0.32,443
192.168.2.120,10.0.1.73,3306
192.168.5.229,10.0.0.151,3389
192.168.1.114,31.13.72.36,80
192.168.1.111,23.185.0.2,53
192.168.2.146,151.101.1.69,1433
192.168.2.146,199.232.69.194,21
192.168.2.146,13.107.42.14,53
192.168.5.229,23.185.0.2,80
192.168.1.218,13.107.42.14,443
192.168.5.82,151.101.1.69,443
192.168.5.170,10.0.0.1,22
192.168.2.112,13.107.42.14,53
192.168.2.112,13.107.42.14,443
192.168.4.115,23.185.0.2,53
192.168.5.252,10.0.0.17,3389
192.168.3.246,10.0.0.1,23
192.168.2.3,10.0.1.54,3306
192.168.5.170,172.217.160.78,53
192.168.2.80,10.0.1.29,3306
192.168.2.51,151.101.1.69,53
192.168.2.51,10.0.0.17,3389
192.168.3.68,104.244.42.65,123
192.168.1.111,142.250.190.46,443
192.168.1.114,10.0.0.32,22
192.168.2.51,172.217.160.78,443
192.168.3.31,104.244.42.65,80
192.168.2.146,31.13.72.36,53
192.168.1.194,10.0.0.27,22
192.168.2.235,10.0.1.108,3306
192.168.4.115,31.13.72.36,80
192.168.5.170,142.250.190.46,443
192.168.2.26,10.0.1.213,3306
192.168.2.51,10.0.0.245,3389
192.168.1.114,151.101.193.69,443
192.168.2.110,10.0.0.1,1433
192.168.4.115,31.13.72.36,123
192.168.1.111,10.0.0.245,3389
192.168.5.82,31.13.72.36,80
192.168.5.229,10.0.0.149,80
192.168.4.88,104.244.42.65,53
192.168.3.246,13.107.42.14,80
192.168.1.114,23.185.0.2,443
192.168.1.111,142.250.190.46,53
192.168.5.170,31.13.72.36,80
192.168.2.112,199.232.69.194,53
192.168.4.238,52.94.236.248,53
192.168.4.73,10.0.0.149,25
192.168.2.111,10.0.1.126,3306
192.168.1.194,10.0.0.17,3389
192.168.2.51,10.0.0.17,22
192.168.3.68,10.0.0.17,3389
192.168.5.170,151.101.193.69,53
192.168.2.112,10.0.1.191,3306
192.168.2.112,10.0.0.119,22
192.168.1.114,151.101.1.69,23
192.168.2.159,10.0.1.143,3306
192.168.2.45,10.0.1.86,3306
192.168.5.252,142.250.190.46,80
192.168.4.115,172.217.160.78,53
192.168.3.68,151.101.193.69,80
192.168.2.153,10.0.0.27,53
192.168.2.112,104.244.42.65,53
192.168.1.111,10.0.0.32,3389
192.168.3.31,10.0.0.119,3389
192.168.2.204,10.0.1.178,3306
192.168.1.114,31.13.72.36,80
192.168.5.170,10.0.0.149,22
192.168.2.146,104.244.42.65,443
192.168.2.110,13.107.42.14,53
192.168.2.153,142.250.190.46,443
192.168.2.143,10.0.1.101,3306
192.168.4.73,10.0.0.1,22
192.168.2.206,10.0.1.235,3306
192.168.3.68,23.185.0.2,53
192.168.5.229,142.250.190.46,443
192.168.5.252,151.101.1.69,53
192.168.5.170,172.217.160.78,80
192.168.5.170,31.13.72.36,443
192.168.2.110,31.13.72.36,443
192.168.5.82,151.101.1.69,443
192.168.5.170,151.101.193.69,22
192.168.2.112,151.101.1.69,53
192.168.2.254,10.0.1.140,3306
192.168.5.252,10.0.0.1,443
192.168.5.229,52.94.236.248,53
192.168.3.246,10.0.0.1,22
192.168.3.68,10.0.0.27,22
192.168.2.224,10.0.1.73,3306
192.168.2.112,10.0.0.151,22
192.168.2.211,10.0.1.117,3306
192.168.2.146,10.0.0.149,22
192.168.2.168,10.0.1.65,3306
192.168.1.111,104.244.42.65,80
192.168.1.111,151.101.193.69,443
192.168.2.110,10.0.0.32,1433
192.168.2.153,10.0.0.17,3389
192.168.2.137,10.0.1.125,3306
192.168.1.111,172.217.160.78,53
192.168.2.51,13.107.42.14,53
192.168.2.162,10.0.1.102,3306
192.168.5.170,199.232.69.194,443
192.168.5.82,151.101.193.69,80
192.168.2.30,10.0.1.138,3306
192.168.5.170,10.0.0.27,3389
192.168.5.229,151.101.1.69,3306
192.168.5.82,151.101.1.69,80
192.168.2.221,10.0.1.69,3306
192.168.1.111,23.185.0.2,80
192.168.2.110,142.250.190.46,443
192.168.2.146,199.232.69.194,443
192.168.5.229,23.185.0.2,53
192.168.2.38,10.0.1.179,3306
192.168.5.229,13.107.42.14,80
192.168.1.194,142.250.190.46,80
192.168.2.183,10.0.1.131,3306
192.168.2.149,10.0.1.132,3306
192.168.4.88,13.107.42.14,80
192.168.4.88,23.185.0.2,53
192.168.2.96,10.0.1.67,3306
192.168.3.246,10.0.0.27,3389
192.168.1.111,10.0.0.245,22
192.168.4.115,10.0.0.27,22
192.168.1.194,10.0.0.27,3306
192.168.2.189,10.0.1.199,3306
192.168.4.88,13.107.42.14,80
192.168.5.252,10.0.0.1,22
192.168.1.114,13.107.42.14,161
192.168.2.112,10.0.0.245,3389
192.168.2.185,10.0.1.73,3306
192.168.2.112,10.0.0.27,3389
192.168.2.128,10.0.1.217,3306
192.168.2.153,10.0.0.1,123
192.168.2.176,10.0.1.126,3306
192.168.3.68,31.13.72.36,53
192.168.3.68,10.0.0.149,3389
192.168.2.153,104.244.42.65,80
192.168.5.170,10.0.0.1,22
192.168.2.70,10.0.1.166,3306
192.168.5.252,151.101.1.69,443
192.168.2.188,10.0.1.59,3306
192.168.1.218,104.244.42.65,443
192.168.2.112,10.0.0.32,3389
192.168.2.51,10.0.0.149,22
192.168.3.31,10.0.0.149,22
192.168.2.146,151.101.193.69,443
192.168.3.68,10.0.0.149,22
192.168.2.51,10.0.0.151,3389
192.168.5.252,10.0.0.149,22
192.168.2.169,10.0.1.21,3306
192.168.1.218,151.101.193.69,80
192.168.3.68,31.13.72.36,443
192.168.2.153,104.244.42.65,80
192.168.2.200,10.0.1.127,3306
192.168.4.238,151.101.193.69,443
192.168.4.115,10.0.0.32,22
192.168.5.170,52.94.236.248,53
192.168.2.88,10.0.1.7,3306
192.168.2.145,10.0.1.147,3306
192.168.1.194,10.0.0.1,3389
192.168.4.88,10.0.0.1,3389
192.168.5.170,142.250.190.46,443
192.168.2.110,10.0.0.149,3389
192.168.2.51,142.250.190.46,443
192.168.2.153,52.94.236.248,53
192.168.2.153,10.0.0.151,22
192.168.3.68,10.0.0.25,22
192.168.2.82,10.0.1.106,3306
192.168.2.192,10.0.1.4,3306
192.168.1.114,10.0.0.32,3389
192.168.5.170,52.94.236.248,443
192.168.2.134,10.0.1.202,3306
192.168.2.110,142.250.190.46,443
192.168.5.170,104.244.42.65,80
192.168.3.68,10.0.0.27,22
192.168.2.51,31.13.72.36,53
192.168.1.218,31.13.72.36,443
192.168.5.252,10.0.0.27,22
192.168.2.236,10.0.1.230,3306
192.168.2.110,142.250.190.46,53
192.168.1.194,23.185.0.2,80
192.168.4.73,10.0.0.151,22
192.168.4.238,10.0.0.27,22
192.168.3.246,10.0.0.245,3389
192.168.3.68,10.0.0.27,22
192.168.4.88,151.101.193.69,53
192.168.2.235,10.0.1.69,3306
192.168.3.246,13.107.42.14,80
192.168.2.117,10.0.1.87,3306
192.168.3.68,151.101.193.69,123
192.168.3.31,104.244.42.65,1433
192.168.3.31,172.217.160.78,53
192.168.5.170,142.250.190.46,80
192.168.5.252,151.101.193.69,53
192.168.2.112,10.0.0.149,22
192.168.3.68,10.0.0.149,3389
192.168.2.110,31.13.72.36,53
192.168.2.51,13.107.42.14,80
192.168.5.170,151.101.1.69,25
192.168.1.111,10.0.0.119,22
192.168.1.111,10.0.0.119,22
192.168.3.68,10.0.0.32,22
192.168.3.68,10.0.0.32,3389
192.168.2.112,23.185.0.2,53
192.168.2.40,10.0.1.79,3306
192.168.2.112,31.13.72.36,53
192.168.2.110,10.0.0.1,3389
192.168.5.82,10.0.0.1,3389
192.168.2.107,10.0.1.203,3306
192.168.3.31,10.0.0.119,3389
192.168.5.229,151.101.1.69,443
192.168.2.112,13.107.42.14,80
192.168.5.170,104.244.42.65,80
192.168.2.51,10.0.0.149,3389
192.168.3.246,10.0.0.17,3389
192.168.5.229,10.0.0.119,22
192.168.1.218,10.0.0.27,3389
192.168.4.88,10.0.0.27,25
192.168.3.246,104.244.42.65,443
192.168.3.246,13.107.42.14,80
192.168.3.68,13.107.42.14,80
192.168.4.73,10.0.0.1,3389
192.168.2.112,10.0.0.27,22
192.168.2.112,10.0.0.1,3389
192.168.4.115,52.94.236.248,443
192.168.3.246,151.101.1.69,53
192.168.2.52,10.0.1.165,3306
192.168.5.252,10.0.0.27,3389
192.168.4.88,142.250.190.46,80
192.168.5.82,151.101.1.69,1433
192.168.3.246,13.107.42.14,53
192.168.2.41,10.0.1.164,3306
192.168.1.218,172.217.160.78,443
192.168.2.153,104.244.42.65,3389
192.168.3.68,10.0.0.151,22
192.168.1.194,10.0.0.27,3389
192.168.2.187,10.0.1.220,3306
192.168.3.68,104.244.42.65,443
192.168.1.111,151.101.193.69,80
192.168.5.252,52.94.236.248,443
192.168.4.115,10.0.0.32,22
192.168.4.73,10.0.0.25,22
192.168.3.68,10.0.0.32,3389
192.168.2.153,10.0.0.27,22
192.168.2.146,104.244.42.65,80
192.168.5.229,10.0.0.27,22
192.168.3.246,10.0.0.32,21
192.168.2.241,10.0.1.161,3306
192.168.1.218,199.232.69.194,80
192.168.2.39,10.0.1.181,3306
192.168.5.82,10.0.0.25,22
192.168.5.229,52.94.236.248,80
192.168.3.31,31.13.72.36,53
192.168.2.51,31.13.72.36,23
192.168.4.73,10.0.0.245,3306
192.168.5.170,10.0.0.17,3389
192.168.3.31,23.185.0.2,80
192.168.1.111,10.0.0.119,22
192.168.4.73,31.13.72.36,23
192.168.4.73,10.0.0.245,3389
192.168.2.112,10.0.0.245,3389
192.168.4.115,10.0.0.25,3389
192.168.3.31,10.0.0.25,22
192.168.2.64,10.0.1.220,3306
192.168.4.115,10.0.0.151,3389
192.168.1.114,10.0.0.17,3389
192.168.4.88,142.250.190.46,53
192.168.1.218,10.0.0.1,22
192.168.1.218,172.217.160.78,53
192.168.3.68,104.244.42.65,443
192.168.3.31,10.0.0.119,161
192.168.2.146,10.0.0.119,3389
192.168.5.252,151.101.193.69,3306
192.168.5.82,10.0.0.27,22
192.168.4.88,142.250.190.46,443
192.168.4.115,151.101.1.69,53
192.168.4.238,10.0.0.245,3389
192.168.2.146,23.185.0.2,80
192.168.3.31,10.0.0.27,3389
192.168.5.229,10.0.0.245,23
192.168.2.66,10.0.1.235,3306
192.168.1.114,172.217.160.78,443
192.168.5.252,172.217.160.78,80
192.168.1.194,151.101.1.69,53
192.168.1.218,10.0.0.149,22
192.168.2.112,10.0.0.17,3389
192.168.2.221,10.0.1.143,3306
192.168.1.114,142.250.190.46,53
192.168.2.174,10.0.1.91,3306
192.168.5.170,10.0.0.151,22
192.168.2.122,10.0.1.162,3306
192.168.4.73,10.0.0.151,22
192.168.5.170,104.244.42.65,443
192.168.2.112,142.250.190.46,443
192.168.5.170,151.101.1.69,80
192.168.4.88,23.185.0.2,53
192.168.2.61,10.0.1.240,3306
192.168.5.252,31.13.72.36,443
192.168.4.115,10.0.0.25,22
192.168.5.82,104.244.42.65,80
192.168.2.100,10.0.1.103,3306
192.168.4.88,10.0.0.17,22
192.168.3.31,10.0.0.149,3389
192.168.4.238,142.250.190.46,443
192.168.2.120,10.0.1.10,3306
192.168.2.112,151.101.193.69,80
192.168.1.111,142.250.190.46,443
192.168.3.68,10.0.0.119,22
192.168.5.82,13.107.42.14,53
192.168.3.31,10.0.0.27,22
192.168.1.114,52.94.236.248,53
192.168.3.246,10.0.0.119,3389
192.168.4.73,52.94.236.248,443
192.168.4.238,10.0.0.149,3389
192.168.5.82,10.0.0.17,22
192.168.4.88,10.0.0.27,22
192.168.5.82,10.0.0.32,22
192.168.2.66,10.0.1.81,3306
192.168.4.73,151.101.1.69,443
192.168.1.111,142.250.190.46,53
192.168.2.153,104.244.42.65,80
192.168.3.246,10.0.0.1,80
192.168.5.252,10.0.0.25,22
192.168.2.229,10.0.1.33,3306
192.168.2.112,10.0.0.27,22
192.168.5.82,13.107.42.14,53
192.168.5.252,31.13.72.36,53
192.168.2.153,172.217.160.78,443
192.168.2.112,52.94.236.248,53
192.168.1.194,142.250.190.46,53
192.168.2.112,10.0.1.156,3306
192.168.2.110,10.0.0.119,3389
192.168.5.82,151.101.1.69,443
192.168.2.197,10.0.1.233,3306
192.168.3.246,142.250.190.46,53
192.168.1.111,10.0.0.119,3389
192.168.5.229,151.101.193.69,80
192.168.2.153,10.0.0.245,3389
192.168.2.110,23.185.0.2,53
192.168.4.88,10.0.0.17,3389
192.168.3.31,10.0.0.25,22
192.168.2.135,10.0.1.119,3306
192.168.2.146,151.101.1.69,80
192.168.5.252,13.107.42.14,53
192.168.4.88,31.13.72.36,443
192.168.5.229,151.101.193.69,1433
192.168.5.82,13.107.42.14,53
192.168.1.114,151.101.193.69,53
192.168.2.245,10.0.1.48,3306
192.168.2.51,31.13.72.36,443
192.168.2.110,10.0.0.27,80
192.168.2.22,10.0.1.170,3306
192.168.3.68,142.250.190.46,80
192.168.2.153,10.0.0.25,3389
192.168.2.40,10.0.1.112,3306
192.168.2.146,104.244.42.65,25
192.168.5.82,104.244.42.65,1433
192.168.2.202,10.0.1.74,3306
192.168.2.107,10.0.1.181,3306
192.168.4.73,52.94.236.248,53
192.168.2.110,23.185.0.2,80
192.168.3.246,199.232.69.194,443
192.168.2.119,10.0.1.242,3306
192.168.2.51,10.0.0.17,22
192.168.2.153,10.0.0.149,23
192.168.3.31,52.94.236.248,80
192.168.1.194,31.13.72.36,80
192.168.2.112,10.0.0.245,3389
192.168.5.252,151.101.193.69,80
192.168.3.31,199.232.69.194,22
192.168.2.39,10.0.1.43,3306
192.168.1.194,10.0.0.25,3389
192.168.2.153,151.101.1.69,80
192.168.1.111,10.0.0.1,80
192.168.5.82,10.0.0.151,22
192.168.3.68,31.13.72.36,53
192.168.1.114,199.232.69.194,23
192.168.5.82,52.94.236.248,443
192.168.1.111,52.94.236.248,443
192.168.2.86,10.0.1.153,3306
192.168.5.229,10.0.0.27,3389
192.168.2.112,10.0.0.17,22
192.168.2.72,10.0.1.114,3306
192.168.3.246,10.0.0.27,22
192.168.2.31,10.0.1.238,3306
192.168.1.114,10.0.0.27,3389
192.168.5.229,151.101.1.69,443
192.168.3.31,10.0.0.245,22
192.168.1.114,13.107.42.14,21
192.168.4.73,151.101.193.69,443
192.168.4.73,142.250.190.46,80
192.168.1.194,10.0.0.32,22
192.168.4.115,31.13.72.36,443
192.168.1.218,10.0.0.27,22
192.168.5.229,10.0.0.17,22
192.168.4.238,23.185.0.2,53
192.168.1.194,151.101.193.69,443
192.168.3.68,10.0.0.149,3389
192.168.1.111,172.217.160.78,443
192.168.1.194,10.0.0.27,22
192.168.2.112,10.0.0.119,3389
192.168.2.51,10.0.0.27,22
192.168.2.146,10.0.0.32,3389
192.168.1.218,104.244.42.65,53
192.168.3.68,10.0.0.119,3389
192.168.2.227,10.0.1.100,3306
192.168.5.229,10.0.0.151,22
192.168.1.218,31.13.72.36,53
192.168.2.146,142.250.190.46,443
192.168.3.31,10.0.0.27,80
192.168.2.112,104.244.42.65,80
192.168.1.114,172.217.160.78,443
192.168.2.170,10.0.1.219,3306
192.168.2.153,10.0.0.245,3389
192.168.1.218,172.217.160.78,53
192.168.3.31,10.0.0.32,161
192.168.2.146,142.250.190.46,80
192.168.2.191,10.0.1.82,3306
192.168.5.170,13.107.42.14,53
192.168.1.111,10.0.0.245,22
192.168.4.238,13.107.42.14,80
192.168.2.110,13.107.42.14,53
192.168.2.112,104.244.42.65,53
192.168.2.110,10.0.0.17,443
192.168.5.82,10.0.0.27,3306
192.168.2.146,10.0.0.119,3389
192.168.1.114,142.250.190.46,80
192.168.2.110,10.0.0.119,3389
192.168.2.110,10.0.0.1,22
192.168.3.246,13.107.42.14,80
192.168.2.103,10.0.1.141,3306
192.168.3.31,13.107.42.14,443
192.168.4.88,10.0.0.27,22
192.168.2.153,13.107.42.14,443
192.168.2.146,104.244.42.65,53
192.168.1.194,172.217.160.78,53
192.168.1.111,10.0.0.151,1433
192.168.1.114,104.244.42.65,80
192.168.5.229,172.217.160.78,443
192.168.3.68,172.217.160.78,80
192.168.3.68,10.0.0.27,53
192.168.2.153,172.217.160.78,443
192.168.2.110,13.107.42.14,443
192.168.2.1,10.0.1.22,3306
192.168.1.111,10.0.0.17,22
192.168.5.229,10.0.0.32,3389
192.168.4.88,10.0.0.245,22
192.168.2.16,10.0.1.247,3306
192.168.2.153,10.0.0.32,22
192.168.5.229,23.185.0.2,443
192.168.1.218,52.94.236.248,1433
192.168.1.194,172.217.160.78,53
192.168.2.177,10.0.1.76,3306
192.168.2.146,10.0.0.32,3389
192.168.1.218,52.94.236.248,80
192.168.2.124,10.0.1.111,3306
192.168.2.213,10.0.1.169,3306
192.168.2.112,23.185.0.2,443
192.168.5.82,151.101.193.69,443
192.168.2.9,10.0.1.158,3306
192.168.1.111,151.101.1.69,1433
192.168.2.153,199.232.69.194,53
192.168.2.112,13.107.42.14,443
192.168.3.68,23.185.0.2,23
192.168.4.88,10.0.0.1,3389
192.168.3.68,172.217.160.78,80
192.168.2.112,142.250.190.46,80
192.168.2.153,52.94.236.248,1433
192.168.4.73,10.0.0.1,22
192.168.4.115,52.94.236.248,53
192.168.5.252,10.0.0.1,1433
192.168.1.111,13.107.42.14,53
192.168.3.31,10.0.0.27,22
192.168.5.252,199.232.69.194,443
192.168.4.88,104.244.42.65,22
192.168.2.196,10.0.1.170,3306
192.168.4.73,104.244.42.65,53
192.168.1.194,172.217.160.78,443
192.168.2.51,10.0.0.17,22
192.168.4.238,10.0.0.151,22
192.168.5.170,10.0.0.27,3389
192.168.5.229,142.250.190.46,443
192.168.3.68,10.0.0.27,21
192.168.3.31,10.0.0.32,3389
192.168.3.68,10.0.0.1,3389
192.168.3.68,31.13.72.36,443
192.168.2.153,10.0.0.1,3389
192.168.2.146,10.0.0.25,3389
192.168.2.15,10.0.1.158,3306
192.168.4.88,10.0.0.119,23
192.168.2.71,10.0.1.157,3306
192.168.1.111,10.0.0.119,22
192.168.1.111,142.250.190.46,80
192.168.2.110,104.244.42.65,80
192.168.2.146,10.0.0.27,123
192.168.2.145,10.0.1.146,3306
192.168.1.194,10.0.0.27,53
192.168.2.112,142.250.190.46,80
192.168.2.112,142.250.190.46,443
192.168.1.114,151.101.1.69,80
192.168.2.112,10.0.0.32,3389
192.168.2.146,10.0.0.27,3389
192.168.2.110,13.107.42.14,443
192.168.2.51,10.0.0.119,22
192.168.2.106,10.0.1.151,3306
192.168.2.182,10.0.1.33,3306
192.168.4.115,31.13.72.36,53
192.168.2.146,10.0.0.17,25
192.168.2.182,10.0.1.53,3306
192.168.4.115,10.0.0.1,123
192.168.5.229,199.232.69.194,3306
192.168.1.111,151.101.193.69,443
192.168.2.198,10.0.1.96,3306
192.168.2.112,142.250.190.46,443
192.168.2.147,10.0.1.242,3306
192.168.3.68,13.107.42.14,443
192.168.3.246,13.107.42.14,443
192.168.2.243,10.0.1.204,3306
192.168.3.246,199.232.69.194,1433
192.168.5.229,172.217.160.78,53
192.168.5.252,10.0.0.32,3389
